0.17058164	-0.5561906	-0.032033693	0.28909522	-0.046278417	0.17765003	0.3393481	-0.021163218	-0.31171036	-0.33072332	-0.2280912	-0.060764566	-0.44549325	-0.0066662706	-0.17040451	0.34979203
-0.30935678	-0.45808184	-0.4853539	0.65885097	-0.2990206	0.0661964	0.5227126	0.55343926	-0.27763447	-0.46883696	-0.53037214	0.4202157	-0.21086319	0.1688245	-0.21836914	0.12089732
0.28010842	-0.6445239	0.17813705	0.028795391	0.21169053	0.26501173	0.21041708	-0.21268274	-0.5176795	-0.28050327	-0.018542197	-0.1651757	-0.47654432	-0.2897245	-0.21775286	0.3622161
0.37279314	-0.46256912	0.053630754	0.029783737	0.22565025	0.102459334	0.08075358	-0.1438731	-0.13169497	-0.24320728	-0.052601542	-0.14360632	-0.40009156	-0.11835587	0.10068146	0.35901436
0.07614101	-0.5387153	0.18249209	0.024279475	-0.013664961	-0.049948446	0.06897257	-0.14627108	-0.1724473	0.030949434	-0.21058372	-0.34045672	-0.4449758	0.2159319	0.17399967	0.21362968
0.58557403	-0.23630355	0.46514392	-0.4368529	0.52240574	0.5736967	-0.015293393	-0.5534849	-0.49667686	-0.08297989	0.51715535	-0.37446246	-0.08866666	-0.7861876	-0.24866787	0.34520772
0.012834231	-0.43418	-0.27512217	0.26237822	-0.09337351	0.16769278	0.34058708	0.22519912	-0.28684503	-0.38761547	-0.18846458	0.24410465	-0.19133118	-0.147565	-0.25534123	0.17802905
0.025226377	-0.4718606	0.11642915	0.25699282	-0.22313106	0.2800529	0.424594	0.011689403	-0.34225228	-0.16997291	-0.14557922	0.0020483024	-0.28289708	-0.11776611	-0.33824775	0.043256573
0.41394308	-0.6586526	0.6217843	-0.6216931	0.18862513	0.3700207	0.09480948	-0.7016818	-0.67837155	0.43792462	0.5829303	-0.6833459	-0.54492533	-0.47893733	-0.17364842	-0.083726674
0.2597043	-0.1931928	0.023916136	0.16962287	0.21512382	0.33330894	0.3517186	-0.039509375	-0.1810405	-0.39579406	-0.00037660624	0.19254132	-0.03903141	-0.35899204	-0.25398067	0.16397357
